user_id,book_id,rating
14850,208,5
7075,199,4
14802,329,5
4722,106,4
13494,87,3
14834,114,3
14371,710,5
4214,3761,5
9981,329,5
14776,144,4
14593,6879,4
8739,87,3
14593,2910,4
14593,765,4
14593,495,3
14106,1579,5
14106,605,5
14527,81,4
14761,659,3
9500,787,3
14865,15,3
14865,81,4
14865,495,5
14865,344,3
14865,895,3
14728,2186,4
14869,916,3
13279,4759,3
10435,3751,3
7547,144,4
2744,238,4
3742,106,2
14841,3985,5
14841,1309,5
14841,9716,4
14205,15,4
14875,5493,5
14205,1031,2
14878,366,4
14878,179,4
14878,828,3
14878,1370,4
14864,1615,3
11113,4039,2
3719,106,4
14864,7453,4
14879,40,1
14879,2584,5
14846,179,4
631,106,3
12158,106,4
9782,81,3
14238,40,2
14238,15,5
14238,82,3
14238,236,4
14238,144,4
4510,1408,4
14104,6637,2
14104,114,4
14885,15,5
14885,82,3
14885,236,4
14885,87,5
14886,82,4
14886,87,5
2215,106,4
14886,15,5
12462,106,4
14886,2010,4
4402,6879,4
2567,144,5
14889,40,5
14889,15,3
14886,1691,4
9055,40,3
9055,15,5
9055,513,5
8950,605,4
14853,495,5
14890,15,4
14890,87,4
4106,40,4
14853,372,4
14853,344,4
11816,106,4
14882,221,3
9994,106,4
9994,208,3
13120,8661,2
14889,106,4
14889,1007,1
14889,775,2
14885,495,5
14885,604,2
14885,383,2
14894,40,4
14894,15,5
14894,82,3
14865,199,3
9055,179,5
14865,372,3
1471,144,5
13553,179,4
13362,1115,5
8851,3123,4
5403,1115,4
13635,106,5
14895,40,4
14895,15,5
10749,7856,4
14603,2363,5
3775,605,3
3775,1007,3
11949,208,3
9885,1115,4
1386,1007,4
14897,40,4
14569,1115,4
14898,40,2
14898,15,5
14898,179,3
14898,513,3
14898,114,5
14898,5527,3
14898,1068,2
14898,81,3
7426,775,5
14900,15,4
14902,40,1
14902,82,3
14902,15,3
14902,236,3
7755,82,4
14895,7259,5
14895,3896,3
3742,4153,5
7720,106,4
10928,5089,4
10928,828,5
10928,4759,4
7780,208,4
8443,144,5
1123,106,3
1123,87,4
14909,40,5
14909,15,5
3072,8661,2
1598,495,3
2744,81,5
10607,383,4
10607,238,3
13506,106,3
10607,221,3
12020,754,4
10607,87,3
10607,317,4
14911,82,3
14911,236,4
11857,87,5
13298,4759,4
14916,199,3
6276,208,5
5812,1839,1
14919,87,4
2041,82,3
2041,737,3
2041,4171,4
2041,495,4
2041,1234,3
2041,3568,2
2041,9759,2
2041,344,3
14585,221,3
2041,238,3
14921,15,4
14921,317,5
14921,1691,5
14921,6337,4
4439,106,4
14923,15,2
14926,82,1
14926,2742,4
2470,495,4
14926,2784,3
2821,106,4
14930,40,4
14930,15,5
14930,4039,1
14929,179,3
14929,495,4
13623,179,2
14919,317,3
14919,6057,3
14919,383,2
14014,6631,4
14382,106,3
5251,106,3
14715,15,4
14935,236,4
4721,144,3
14903,1487,3
12940,106,4
1997,6631,2
14936,574,5
14936,344,4
13509,344,4
14936,372,4
14936,943,3
14264,956,4
14936,3966,4
14936,106,3
12609,2229,3
12609,604,4
10916,82,4
10916,1068,3
10916,1031,5
10916,344,5
10916,372,5
10916,2584,5
10916,3349,4
7951,106,5
14939,15,3
14939,82,4
14939,236,3
4129,4189,3
14628,943,3
14628,605,3
14942,372,3
14942,344,2
14942,238,2
14942,1613,3
14942,3985,4
14701,2263,3
1192,3618,4
14717,179,5
14717,82,4
14717,114,2
14944,114,5
14944,1068,5
14939,81,3
14939,1031,4
14944,238,4
4427,179,5
14947,40,1
14947,15,5
2826,3751,3
6142,775,3
2453,208,4
14948,4956,5
2453,574,4
6142,87,3
6142,114,3
6142,15,2
6142,238,3
6142,2247,4
4176,2288,4
4177,144,5
616,106,4
9228,5514,4
14952,40,2
10916,1691,4
10916,7827,4
14926,81,4
14926,256,3
14955,15,5
14955,82,4
14955,236,4
14954,15,4
14955,1408,5
14907,943,4
6915,6291,4
11636,8847,4
5488,106,3
14959,40,5
14959,82,4
14959,15,3
14959,236,4
14959,2250,4
14959,3893,5
14960,15,3
14960,82,4
1844,106,4
8852,82,3
8852,221,3
13645,1487,2
14963,5798,4
14964,40,5
14964,81,5
14964,2229,5
14964,256,5
14964,87,5
14964,238,5
14964,372,4
14964,221,4
14964,344,5
14964,495,5
14964,895,5
14964,604,5
14964,943,4
14964,1083,5
14964,2247,5
14964,1102,5
14964,1234,5
14964,605,4
14964,1007,5
14964,1839,3
14964,2363,5
14964,1856,5
14964,1978,5
14964,3811,5
14964,2948,5
5295,1115,4
14965,2186,5
14965,4153,4
14967,4171,4
14967,329,5
820,5051,3
14969,40,3
14969,82,5
14969,15,3
14969,236,5
14969,5527,5
14969,81,4
14969,1102,4
14969,5809,4
14969,317,3
14969,383,3
14969,765,4
14969,1927,3
14969,344,4
14969,372,4
14969,943,4
14969,238,4
14969,2363,4
14969,3561,3
6915,5527,3
6915,2010,3
6915,994,4
14970,15,5
6915,5089,3
11636,4527,3
14850,1672,5
14969,4331,4
14973,236,4
14717,144,5
14969,495,5
14761,6885,4
14761,8524,3
9893,9273,2
10621,5593,4
9893,81,4
9893,256,1
10621,106,4
9893,2885,3
14976,4039,4
14976,208,5
14976,106,3
14976,4660,5
14976,87,5
14976,15,5
14977,1097,3
14976,710,3
14976,1691,5
14976,40,4
14979,15,3
14979,87,5
14979,114,2
5154,775,4
13979,7259,4
13979,87,5
14966,765,5
14966,87,4
14966,383,2
14966,179,3
14966,6057,3
13979,15,4
8264,106,3
5454,4478,3
1553,775,5
3119,4949,3
14786,4153,3
14786,2186,5
14786,344,5
14786,372,5
11870,40,2
11870,15,5
6944,2144,3
13917,208,5
2975,144,4
14985,40,2
14985,15,3
13243,208,3
2841,1942,4
5103,383,2
9090,775,4
14987,15,3
14987,82,4
14987,236,5
11602,6631,3
1652,106,4
2082,106,3
12910,8238,3
14027,221,5
14396,87,4
12489,208,2
8971,9759,4
14027,199,5
5180,2742,5
5180,87,5
5180,199,4
14991,40,3
4896,2784,3
14993,40,2
14993,82,3
14993,15,5
1659,106,4
3978,1021,4
13243,8974,3
6841,7770,3
14995,8355,4
1759,4660,5
14791,2144,5
7632,221,2
1546,1115,4
9500,106,4
13970,15,5
9703,144,3
4499,208,4
10126,106,4
4015,106,4
14186,40,1
14997,40,1
14997,82,5
14997,236,5
14997,15,5
1247,916,4
7959,6644,4
14989,3261,4
15000,15,5
15000,82,5
15000,236,5
11473,1031,4
15002,943,4
754,40,3
754,383,3
754,710,2
754,238,4
8702,1021,5
874,106,4
15005,40,1
15005,15,5
15005,82,5
15005,236,5
15003,81,5
15003,1615,5
15003,1613,5
15003,2742,4
15003,40,2
15005,1815,5
15005,7297,4
15005,5138,5
4410,754,4
4410,943,3
14489,114,5
14489,221,4
14489,199,4
1254,208,4
13666,3985,4
15006,179,5
15006,317,5
15006,114,5
13666,238,3
13666,1102,3
13666,2233,3
13666,605,3
4269,754,4
15006,221,4
5646,1102,5
2853,574,5
9414,106,5
443,81,4
7638,144,5
14987,256,3
14987,199,2
14987,366,4
14987,710,3
14344,2186,4
14987,754,3
14344,1691,5
14344,15,4
14344,87,4
14987,87,5
14987,179,4
14987,765,4
14987,317,4
15009,15,5
14987,1487,5
14987,5527,3
15009,106,5
15009,2229,4
14400,754,5
11070,5514,4
14864,2255,3
14864,106,3
15007,604,4
15007,2063,3
15007,2010,5
14829,5703,5
14829,329,4
946,754,4
5696,3261,3
15010,15,3
15010,87,3
15010,317,2
5268,6285,2
15009,317,4
15001,7131,3
15001,372,4
3550,1115,4
12093,144,4
15001,238,4
1840,208,5
6548,106,3
14871,1115,4
14594,3588,4
14594,895,4
10230,6921,4
14594,495,4
10230,828,5
10230,2451,5
360,81,3
4970,1083,1
6551,106,4
2833,106,4
2059,1309,3
15018,236,4
15018,9291,3
14096,9084,4
4719,144,4
2054,106,3
6741,1068,4
14928,81,4
14706,106,5
14973,82,4
15021,238,4
14973,3675,2
15021,114,4
15021,221,3
14973,870,5
14973,2790,2
15021,1897,3
15021,1234,4
15021,3419,5
15023,40,4
15023,15,5
15023,82,5
15023,5493,5
4410,994,3
4410,1656,4
4410,5658,4
15001,495,4
633,81,5
633,238,2
10916,6644,4
10916,4994,3
14998,87,4
15025,114,3
15025,329,5
15025,87,5
15020,179,3
15020,199,4
15020,383,2
15020,737,4
15020,114,4
3418,9273,4
3418,81,5
3418,40,3
2041,2252,2
2041,5798,3
2041,895,2
2041,372,4
2041,605,2
2041,1839,3
15021,2233,3
15021,1856,3
15021,787,4
15021,8845,2
15021,4414,2
15021,3261,3
2041,1494,2
2348,329,5
4564,383,3
2041,4137,1
15031,15,3
15031,82,3
224,2584,5
15031,2579,4
15031,943,5
15031,737,4
7187,1031,4
14892,4189,4
14892,5798,4
14160,15,4
14814,106,4
3033,106,4
14918,1927,4
7588,144,5
7588,106,5
7588,787,4
3500,2742,5
5038,106,3
15036,15,3
15036,40,3
14096,329,3
15036,344,4
15036,372,4
15036,943,4
15036,2579,4
15036,605,4
8720,6687,3
11360,40,3
2560,3751,4
2560,106,4
2560,775,5
2560,1309,4
15032,3119,3
11886,114,3
11886,15,5
11886,317,4
15032,8724,2
5695,40,3
15014,256,3
15037,179,4
15037,317,4
15037,236,4
15037,604,3
15006,2252,4
888,775,4
4970,3726,5
4970,2363,4
4970,238,4
4970,1102,3
4970,2233,3
15006,1691,5
4970,4274,5
4970,604,5
14811,3811,2
15039,40,1
15039,15,5
15039,82,4
15039,236,5
3121,1115,4
11807,208,5
15020,329,2
15020,800,4
15020,317,4
15020,5089,2
15020,238,3
1820,943,4
10949,5394,4
4586,144,4
5758,4414,4
8157,179,3
8157,916,3
8157,221,3
8157,82,2
1875,81,3
1875,754,4
8157,329,5
1875,40,4
8157,6287,5
14788,15,5
14788,179,4
14788,765,5
14788,3349,5
15051,1083,4
14788,956,5
4850,106,5
13035,2742,3
3562,208,4
3562,1942,4
3562,1115,3
6315,1487,4
6315,383,5
6315,221,3
6315,238,2
5102,372,5
6315,7630,5
6315,2250,5
14019,106,4
6315,208,4
6315,15,5
6315,40,3
6315,1595,5
14917,4956,3
15055,144,5
15055,1021,5
15055,574,5
15056,82,3
15056,15,5
15056,236,3
5012,3604,4
15056,87,5
15058,82,5
15058,236,5
15054,4994,4
15054,87,4
15054,114,3
15054,513,3
15054,317,3
15059,40,3
15054,383,4
15059,15,4
15059,256,3
15059,81,5
15059,754,4
15059,82,3
15054,737,3
15054,3966,3
15054,5364,3
15054,1978,3
15054,2579,4
15054,4759,3
9704,9107,4
14715,106,4
11936,1083,3
7310,1007,3
7310,4039,1
7310,605,2
7310,617,3
7310,106,3
15063,15,4
15063,82,4
15066,106,5
15066,710,3
10230,6291,5
8171,1115,5
271,87,4
271,106,3
6317,775,4
8088,1115,5
2372,1115,4
11070,15,4
11070,221,4
15063,737,4
4407,144,5
2225,144,4
11872,513,5
15070,40,2
15070,15,4
15071,40,5
8944,2144,3
8944,179,2
5594,754,4
15072,40,2
15074,82,5
15067,574,5
15067,106,3
15074,3985,3
15074,256,3
15072,4759,3
15072,5108,3
15074,81,4
15074,15,3
7900,5527,5
7900,2063,5
7900,3349,5
7900,6291,5
14109,1942,4
13179,40,2
6220,1942,5
10072,6879,3
10782,4189,4
14911,4994,3
3244,106,3
2068,256,3
2331,775,4
7599,1115,2
5758,1309,4
15083,40,2
15083,15,4
9994,1309,3
15055,372,5
15055,344,5
15055,238,4
2022,1115,5
15088,15,4
1781,1115,4
14959,787,3
14959,3751,2
14959,372,5
14959,238,3
14959,344,4
14959,2063,3
14959,2252,3
14266,1031,5
15091,199,2
15091,114,3
15091,2742,5
9764,1408,4
9143,754,4
10561,179,4
3700,1115,4
4077,1115,5
13775,2451,4
15097,15,3
13979,1897,2
15093,495,4
15093,994,5
13927,828,5
13927,2451,5
15095,1615,3
15095,2650,4
15095,208,5
9863,4039,3
4711,2948,2
15101,82,5
15101,236,5
15101,383,4
15095,344,4
15105,15,4
15105,82,1
15068,1408,5
15106,15,5
15054,5138,3
8635,1115,4
13053,3356,3
13053,1115,3
8004,1115,3
12899,82,1
8889,106,4
4142,106,3
14759,1234,4
14614,199,3
15109,236,5
1244,737,4
1244,765,4
15109,2790,4
15109,1333,5
15119,1595,5
15119,6291,5
15119,15,5
15121,40,1
15121,15,5
15121,82,5
15121,236,5
3416,15,3
15023,114,4
10609,208,5
4497,1656,4
4497,659,4
4497,236,3
4497,383,3
4497,1672,3
15125,40,4
15125,15,5
3210,208,5
11760,208,3
9864,828,3
1454,208,4
15119,1068,5
15093,754,4
15132,40,4
15132,15,5
5154,208,4
1249,1579,2
15133,40,4
2175,6287,4
15133,208,5
10658,754,4
14623,787,4
890,1613,4
14873,40,1
14873,236,4
14873,9759,4
14873,81,4
14873,256,4
14873,754,3
14873,1672,3
14873,82,3
14873,495,3
14873,179,2
14873,2288,2
14873,2063,3
14873,6588,3
14882,765,4
14928,1839,4
2942,81,5
14594,5051,1
14594,7059,3
14594,2063,4
15138,106,5
15138,238,4
15138,1102,3
15138,1856,4
15138,2233,3
15138,344,4
15138,895,4
15138,1021,3
15139,15,5
15138,1309,3
440,106,4
15114,4414,4
15114,4956,3
15114,81,4
15114,1007,4
15114,1844,3
15114,114,5
15114,4707,4
15114,605,2
6868,916,4
14846,344,4
14846,208,2
15116,3588,3
15012,106,3
15012,617,3
15012,82,4
15012,15,4
15118,81,5
11664,943,4
14775,513,3
6471,605,4
8869,7302,4
6485,6631,3
14498,2885,2
15120,1083,3
15120,15,4
15120,4171,4
15120,5394,4
15120,3811,4
15120,114,3
15120,179,5
11838,6879,2
15124,114,1
15124,495,1
15124,256,1
15124,2844,4
15124,9587,3
15125,144,3
15125,256,5
15125,1408,5
15125,81,5
15127,1031,4
15128,8581,4
15128,1031,5
15131,15,5
15133,199,4
13535,106,5
15140,2144,3
15140,15,3
15142,329,3
15142,1897,5
15142,221,5
15142,87,5
15142,114,5
15151,15,4
15151,40,1
7968,775,5
14498,144,4
14498,82,5
15097,87,5
15145,40,5
7423,81,3
7423,256,3
7423,87,5
7423,144,5
14594,916,3
9055,114,5
15158,513,5
14754,2010,4
15160,15,1
14754,179,2
14754,765,4
1407,208,4
2246,208,4
1407,106,4
14754,956,3
14754,256,4
15113,1021,3
15163,40,2
15163,15,4
15113,372,4
4500,800,4
15162,114,5
15165,2844,5
15165,7302,4
6050,344,5
8300,144,4
1715,1031,3
15170,40,4
11768,787,5
15173,2451,2
8765,9960,3
15176,179,4
15176,40,2
15176,1672,4
15176,2255,3
15176,737,4
15176,2288,4
15176,82,4
15176,236,5
15176,256,3
15176,2247,4
7978,6885,5
7978,317,4
14286,3604,3
14286,1656,5
14286,5658,5
14396,800,3
2452,106,4
13163,106,4
5982,1031,5
15185,40,1
15185,82,4
15185,236,4
15185,15,5
9573,208,4
9573,144,5
11184,82,4
11184,15,3
14396,7103,5
14640,1115,3
3795,3604,5
15190,82,4
15191,40,2
561,2650,4
1986,106,4
1986,1007,2
15182,238,5
15195,15,5
15195,495,2
15195,81,3
15195,916,1
15195,4968,3
15195,7227,4
15195,329,3
15195,256,4
15195,1021,4
14862,144,4
15182,2948,3
15182,4137,5
15182,344,4
15182,372,4
15182,943,5
15182,2579,4
14259,1068,3
15196,344,5
15196,5154,5
15196,81,4
15196,1083,5
15196,82,5
15196,4137,5
15196,114,5
15196,1856,5
15196,2233,5
15196,1102,5
15196,238,5
888,1615,2
14743,383,3
15198,2063,4
15198,3896,3
15198,6884,4
15198,2584,5
14903,1083,3
15198,2144,5
144,495,3
144,238,3
14170,1115,3
15200,179,3
15185,495,4
15185,2363,3
13242,8847,4
13242,144,5
15185,208,4
15185,2451,4
15185,828,4
15185,3588,2
15185,1021,4
14882,15,5
14882,87,4
13139,144,5
15202,87,5
15202,15,4
15202,4197,4
15202,495,5
15202,690,5
15202,256,5
15202,114,4
15202,5454,5
888,1370,4
690,106,3
144,1370,5
15205,2584,4
15207,81,2
15207,114,5
15207,199,5
12621,1515,5
15209,3556,4
15209,82,3
15209,604,3
15064,495,3
15209,2229,4
11198,3761,4
11198,4099,4
6482,144,5
4805,144,5
14944,221,3
15210,15,4
11132,106,5
2082,144,4
15212,8661,5
5047,8843,4
15218,82,3
15217,221,5
15217,1897,5
15217,3831,5
1395,1615,5
6338,179,3
6338,317,4
15217,15,5
15219,106,5
12397,1115,4
15219,787,4
2744,8515,3
7282,106,4
1410,1309,4
14571,3123,2
15223,40,4
4458,144,5
15223,8724,3
15224,179,3
14927,1115,3
15224,40,3
14927,754,4
14286,15,4
14660,144,5
15226,15,3
15228,40,5
15228,15,4
15228,82,5
2757,106,4
14886,1031,4
2557,1856,3
15229,82,4
15229,81,5
15229,659,5
15230,1007,4
15230,605,3
15230,179,4
15230,1068,2
15199,4137,4
15199,199,5
15199,6637,4
15199,2252,3
15199,15,5
15199,383,5
7851,1942,4
4509,208,3
478,2288,1
128,144,5
15234,82,4
15223,87,4
15235,775,5
15235,40,3
15235,1021,5
15236,40,3
15236,2250,4
15236,179,5
15236,2252,4
15236,3966,3
15234,4197,4
15238,15,5
15239,40,1
15239,15,5
15240,15,2
14416,1115,5
12773,144,5
15243,5154,5
886,236,4
886,208,4
15178,513,4
886,114,4
15245,15,5
5488,5119,5
9295,4412,3
15250,15,5
15250,114,5
4330,87,4
15209,4189,4
9032,3751,2
11059,81,3
11059,256,2
11059,87,5
11059,199,5
11059,3568,2
11059,114,3
11059,659,4
15252,15,3
15252,329,3
15252,82,5
15252,1021,5
13238,81,5
4819,144,5
15247,238,5
15247,1102,4
15247,1856,4
15247,2233,4
15247,383,4
14536,317,4
6450,144,2
15254,40,2
15254,82,4
15254,15,4
15254,236,5
10874,1083,2
7304,1942,3
7304,106,4
7304,1615,3
15206,208,3
15254,81,4
15254,179,4
15254,895,4
15254,114,4
15254,604,4
15254,1978,3
15254,1021,3
15254,775,3
15254,2247,4
14986,179,3
15254,3588,4
15254,4994,4
15254,1031,5
15254,994,5
15254,4660,5
15254,3905,4
15254,6285,3
15254,2063,4
15254,4527,4
15254,7339,4
15254,1656,5
15254,8329,3
15254,5658,5
15254,5772,4
15259,40,3
13272,6588,3
15254,4691,4
15254,7059,3
15254,8053,5
5006,574,5
4938,754,3
15264,9587,5
15264,3568,4
15264,1021,4
15264,4527,5
15264,344,5
15264,82,3
15264,943,5
15264,372,5
15264,4137,3
15264,114,5
15264,40,5
15264,6588,5
15264,7059,5
5006,81,3
5006,238,3
1781,775,5
15267,15,4
15267,114,3
4055,8220,5
15267,1083,3
15267,81,4
15267,40,2
15267,179,4
15267,329,4
15267,317,4
15267,221,3
15267,256,1
15267,3119,2
15267,754,4
15267,383,3
15267,916,2
15267,199,3
14254,208,5
467,106,3
14812,81,4
14812,199,4
14812,1021,5
14812,238,4
15269,15,4
15269,2885,3
4151,4399,3
12076,2288,4
7987,1309,4
4983,828,3
4983,2451,3
15273,956,5
15273,574,5
14529,317,5
193,106,4
9921,144,5
15276,2063,2
12057,1691,3
12057,878,2
15260,40,4
12057,144,4
6791,179,5
12953,3751,3
15240,3985,3
15204,800,4
15204,221,3
15031,87,5
15204,1897,3
15204,1234,4
15282,329,5
14667,3985,4
15204,3419,2
1820,144,5
14523,513,4
14523,372,4
15204,199,4
15283,1672,4
15283,7849,5
15283,659,5
15283,256,5
15283,495,4
15283,238,4
15284,40,2
15284,15,4
15283,1102,5
14685,4694,4
9542,40,2
15285,15,3
15254,208,4
15254,144,5
14512,1097,2
15254,916,3
15286,15,3
15289,40,3
15289,15,4
15289,82,4
15289,236,3
13694,1115,4
15283,344,2
15283,372,3
15283,943,4
9203,1487,4
15106,3751,5
4142,1031,4
208,106,3
67,106,5
15185,106,4
15295,236,5
15295,40,1
15113,1370,2
8603,106,4
15297,15,4
4979,2650,4
12588,82,3
5580,775,3
15299,15,5
15106,754,5
15106,81,5
15301,40,2
15301,15,4
14903,15,3
11219,1115,3
754,317,5
2940,106,3
14563,256,2
14563,199,4
14563,87,3
11902,106,4
9977,144,4
15030,2844,4
15030,329,5
15030,256,3
15030,7770,5
15030,3966,2
15030,5051,3
15030,1487,4
15030,8847,4
173,1007,2
6791,710,2
11892,7949,5
6062,2742,3
15318,513,5
15318,82,4
8286,574,2
4543,144,5
4030,9100,4
15234,3349,5
15218,495,1
15322,40,3
15322,15,3
15322,236,4
15323,372,5
15305,8928,2
491,4994,4
13788,3419,4
3708,2844,3
15305,9187,3
15325,15,5
15305,7239,5
2496,106,5
15327,15,5
9863,15,3
9863,317,4
3729,144,4
5983,383,4
5983,144,5
3729,1309,1
1644,208,5
4562,3966,3
4562,6588,4
8027,383,2
10043,6631,5
7190,2263,5
8717,87,5
15337,916,1
2750,3142,4
5622,256,4
5622,238,3
5622,106,4
7599,9107,3
3812,114,4
15325,3572,3
2814,1515,4
7134,383,4
15343,787,3
15343,1595,4
15344,3985,2
15243,7779,3
15243,9716,5
7852,605,4
3136,15,4
3084,9273,4
15062,1115,4
15350,40,5
13238,256,4
3750,1942,5
5428,2742,3
15351,15,3
14416,221,4
13742,4039,4
14096,828,4
1705,106,4
13895,2720,4
8725,372,3
15352,40,2
6346,1021,5
7294,208,4
15354,15,5
15355,15,3
12172,2363,4
12172,238,4
12172,40,2
12172,7949,4
12172,1115,5
15056,513,5
12172,7131,5
15056,317,3
10118,754,4
14656,114,3
14656,106,3
15356,82,3
15356,114,4
3952,208,5
4000,144,5
4000,106,5
15339,4660,3
1711,1068,4
3432,366,4
15358,40,4
15358,15,4
15358,82,4
15358,344,5
15358,372,4
15359,15,4
5677,3123,4
4487,106,4
1539,1615,4
8822,40,2
4007,199,3
15361,8176,4
9708,787,4
14831,2063,4
14831,5658,5
14831,1656,5
14831,3966,4
14831,994,5
5148,4932,4
15326,15,5
2701,106,5
15367,15,5
15367,82,3
15367,236,5
15367,144,5
2701,144,5
2701,208,5
11643,383,3
15339,1579,1
7423,3307,4
4826,7259,4
15367,329,4
15367,1408,4
15367,3307,4
15325,5336,5
6588,2844,5
1776,40,5
5066,15,5
14389,106,4
1641,106,4
15369,15,4
15370,114,4
15370,179,3
15370,1234,4
15370,6291,4
1268,574,3
15339,765,5
6533,2885,5
15282,40,3
15365,2680,5
15373,199,4
15373,1691,3
15373,2252,3
15373,179,5
15373,1102,5
15373,4994,5
15373,9100,1
15373,895,5
15372,82,4
15372,236,4
15372,1494,4
15372,1309,5
15356,238,4
15356,1856,4
14400,344,3
4608,3761,4
2056,5514,5
14594,6287,3
15367,40,3
15153,114,4
15375,15,2
15379,1083,4
7517,144,5
15382,3119,4
15383,15,5
15379,895,2
1222,2288,4
2299,3588,3
2299,106,2
3238,2175,5
15386,15,5
15386,1115,5
4863,943,3
4863,114,4
4863,5394,4
15389,15,4
4707,4956,4
4707,2948,4
2368,1309,4
10996,106,4
3210,256,4
15390,40,4
15390,81,4
15390,208,3
3102,1007,3
15375,82,3
15375,87,5
15202,3307,5
13451,956,2
2721,5794,5
15392,15,4
15393,40,5
15393,15,3
15395,208,4
2417,106,3
15396,710,2
15396,40,3
15396,574,5
5828,1115,3
9744,3261,4
7434,344,4
7434,943,4
9583,221,3
13544,238,2
13544,256,5
13544,916,4
1471,1942,4
15401,40,2
9324,495,4
11753,106,4
11753,3618,4
7983,2680,4
15405,1115,4
15406,5809,4
15407,1083,4
15408,40,1
15408,15,5
15408,236,3
15408,106,4
5148,2742,3
15410,40,4
13566,15,4
15369,208,3
548,5772,5
15393,2885,4
1409,1031,4
15412,40,1
15412,15,5
15412,82,5
15412,236,5
15412,256,4
15412,179,1
15412,114,3
2060,40,3
2060,383,3
2060,710,5
13636,5794,4
15415,15,4
3457,7297,4
3457,943,4
3457,372,4
3457,495,4
3457,895,3
7199,754,3
15413,1613,3
15413,6559,4
15413,6879,3
15417,15,2
15417,40,1
3954,106,4
15420,2784,5
5978,7552,3
15427,15,1
15429,317,1
15429,659,3
15425,1021,4
15425,15,4
15425,40,2
15425,256,3
4834,5454,4
4834,5772,3
15425,1672,4
15425,2255,4
15425,114,3
15425,828,3
15430,15,4
15425,1897,3
15389,4536,3
15425,9887,3
15425,7615,3
15431,15,4
15431,8416,4
10112,106,3
4300,754,4
4300,2742,4
828,2742,3
6687,144,3
15433,82,5
12912,144,5
15435,4478,4
15435,236,5
15435,82,5
15439,114,3
15434,9102,5
15434,9273,1
15434,604,4
15413,8752,4
15444,3119,5
15444,2252,4
15444,495,4
15444,179,5
15444,114,5
15444,710,4
15444,256,4
15444,40,4
15444,81,3
15415,329,5
15445,81,4
15445,372,3
15445,82,4
15415,114,3
15415,8176,3
15389,7453,2
15447,1579,3
15447,605,5
15447,1007,4
15447,114,5
15449,40,4
15449,3893,4
15441,15,3
15450,870,1
15448,383,4
15448,7259,4
15448,3119,3
15448,8355,5
15448,6631,4
15448,106,5
14696,82,4
14696,256,2
15452,3119,4
15452,40,4
9324,765,4
15452,1068,3
9324,15,4
15456,383,2
1701,574,4
15458,40,2
4799,787,4
15458,3564,3
6047,775,5
6047,4039,3
15411,604,4
957,236,3
5657,1856,4
1301,828,4
4993,1234,4
15212,40,4
15420,238,1
15420,256,2
6315,895,3
3174,3421,4
3174,5703,1
15463,15,4
13513,4412,3
729,1615,3
1037,754,4
15214,317,4
15214,1068,2
9619,106,3
9619,144,4
9619,208,3
9619,617,4
15311,2229,1
4090,144,5
9501,754,4
15466,82,4
15466,15,5
15466,236,3
14411,208,3
13917,144,5
15467,40,3
6357,5703,4
8525,1978,4
2494,1691,4
15470,236,4
15470,208,5
9500,144,5
12523,106,4
15473,15,5
15473,256,4
15473,114,4
15473,81,5
15473,199,5
10851,317,4
15471,179,5
15476,15,4
15471,221,5
15476,754,5
15476,81,3
15476,221,5
15477,8355,3
15477,1613,4
15477,208,3
15477,5527,4
15471,495,4
12072,106,3
4139,495,4
4061,144,5
9863,208,5
14696,1408,3
5940,775,4
15480,114,4
15480,81,4
15482,81,5
15480,317,4
15455,495,3
15455,199,4
14154,2742,2
15460,690,3
15460,1487,3
15460,236,4
15460,82,3
15460,256,3
15460,81,3
4535,15,5
4755,710,3
15488,82,4
15488,15,1
2440,1942,2
15489,15,4
2841,8515,4
15464,737,5
1589,4039,3
15490,179,3
15490,236,3
15490,5089,3
15490,221,3
15490,15,4
6006,179,5
14770,144,5
2616,366,5
15492,2680,3
15492,179,4
15493,208,5
15492,690,3
15492,828,4
15492,199,4
15492,6588,3
15492,605,3
10607,106,5
15492,15,2
15492,604,3
8157,737,4
8157,1487,4
14895,1007,2
15497,15,4
673,114,2
673,179,2
15495,82,3
1263,4137,3
3001,144,5
6760,4039,4
6760,15,4
6760,1021,3
13827,179,3
7371,317,5
7477,1408,2
7371,604,2
14012,208,3
15002,8329,3
14192,2844,4
14192,15,4
14192,317,5
15504,15,4
5812,8843,3
15501,994,5
9176,208,4
14031,4171,4
12778,5514,4
15479,238,3
15491,4478,2
15491,9143,4
15491,4274,4
15491,383,4
15491,1615,3
15491,3356,4
15491,40,3
15491,3726,3
15491,2363,4
15491,737,2
15491,256,1
15491,179,4
13308,1839,4
15479,81,4
15505,40,4
15505,15,5
10810,208,5
5733,144,5
5733,208,5
15506,236,2
15505,2063,4
12670,2451,5
14275,15,3
14275,82,4
931,8537,4
14876,4189,4
6929,106,5
3765,144,4
2744,8845,3
2744,1839,4
5808,144,4
15517,15,5
15517,994,5
12133,144,4
15518,40,2
15518,15,3
15518,82,4
15518,236,5
14372,87,4
14372,179,3
1318,1031,1
14372,994,4
14372,1068,4
6659,208,4
12430,2948,4
14254,4932,4
15518,238,3
4535,82,5
178,1613,4
10396,87,5
10396,81,5
10396,238,4
13354,605,5
15524,106,4
15524,6057,4
15524,1007,3
15524,605,3
15524,4137,4
15524,1856,4
15524,2233,4
15524,1102,5
15524,659,3
15524,6559,4
15524,4956,2
